date,e5,e10,diesel
2014-06-08,1.55198724624243,1.47777407105806,1.35358265968449
2014-06-09,1.57662331443753,1.48336154887329,1.38518202704258
2014-06-10,1.56961876589946,1.47845496132939,1.37406029873485
2014-06-11,1.57257846545679,1.48111901988354,1.37709104638496
2014-06-12,1.57465202718608,1.48038271837674,1.3782474655624
2014-06-13,1.58465944309786,1.49204941053823,1.38757688710242
2014-06-14,1.59013028522834,1.50169001027371,1.39094693874295
2014-06-15,1.59929983580739,1.51112903307238,1.39774211404568
2014-06-16,1.59075953820341,1.49822683839144,1.39221826010159
2014-06-17,1.59268035956351,1.49834848139918,1.39531904981778
2014-06-18,1.59043776306048,1.4949277254977,1.39407313502857
2014-06-19,1.59782475593887,1.50903914164146,1.40021651130946
2014-06-20,1.59491602367041,1.4998705842099,1.39769596760881
2014-06-21,1.59827474145187,1.5082859466779,1.398888416182
2014-06-22,1.60525155214102,1.51808607628362,1.4057804493667
2014-06-23,1.59809032268562,1.50462047733878,1.39910909787005
2014-06-24,1.59744242556158,1.50452287731372,1.3977364383779
2014-06-25,1.59600243154468,1.50226944555127,1.39539928801206
2014-06-26,1.59635226069305,1.50263797528741,1.39688036394553
2014-06-27,1.59374015719287,1.50111733602347,1.39303400673222
2014-06-28,1.59910401020004,1.50874457993751,1.39752749572788
2014-06-29,1.60262004817364,1.51480900642765,1.40133036247564
2014-06-30,1.5932287016616,1.49822190091005,1.39322696354947
2014-07-01,1.59502937416773,1.50239234952894,1.39378790967434
2014-07-02,1.59053611465292,1.49801526943817,1.38801262048587
2014-07-03,1.58597606470064,1.49208662232421,1.38388004519264
2014-07-04,1.58778778438124,1.49516734274721,1.38401668585688
2014-07-05,1.59191404423555,1.50570248649982,1.38641267208782
2014-07-06,1.59552778442977,1.50643240695577,1.3888644981692
2014-07-07,1.58413199130753,1.49053205982073,1.37810238718019
2014-07-08,1.58535464801932,1.4913409040374,1.37818325479321
2014-07-09,1.58607149272845,1.49380542649024,1.37703378108745
2014-07-10,1.58449571189205,1.49126909166143,1.37591565993974
2014-07-11,1.58201025160015,1.49008788526587,1.37242878834254
2014-07-12,1.58078167149484,1.49134528651862,1.36946004376535
2014-07-13,1.5868172100218,1.49957619399719,1.37677918850105
2014-07-14,1.58129893143045,1.48779781026342,1.37091583922841
2014-07-15,1.57854339758484,1.48559810055966,1.37019925417882
2014-07-16,1.57675167927425,1.48458654878632,1.37024579249309
2014-07-17,1.57271329248714,1.4811918379012,1.36803823511715
2014-07-18,1.56966692717083,1.47695746425287,1.37016891107803
2014-07-19,1.56676873798722,1.47812781730031,1.36911966621766
2014-07-20,1.57539606093365,1.49237623160766,1.377612259494
2014-07-21,1.56572716249534,1.4739160538404,1.36393294692299
2014-07-22,1.56707911641005,1.47583456823701,1.37158253877304
2014-07-23,1.55733446179111,1.46753192689814,1.36252173236604
2014-07-24,1.5682534672862,1.47484249949969,1.37702807262464
2014-07-25,1.56842101190157,1.47589932748612,1.37929601617822
2014-07-26,1.56884637847338,1.48120095256889,1.37860021185102
2014-07-27,1.57510086610601,1.49017134193458,1.38335601505407
2014-07-28,1.56913034302005,1.4767672622106,1.38153673982486
2014-07-29,1.56571575668518,1.47287928302457,1.37949583815596
